,BalabanJ,BertzCT,Chi0,Chi0n,Chi0v,Chi1,Chi1n,Chi1v,Chi2n,Chi2v,Chi3n,Chi3v,Chi4n,Chi4v,EState_VSA1,EState_VSA10,EState_VSA11,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,ExactMolWt,FpDensityMorgan1,FpDensityMorgan2,FpDensityMorgan3,FractionCSP3,HallKierAlpha,HeavyAtomCount,HeavyAtomMolWt,Ipc,Kappa1,Kappa2,Kappa3,LabuteASA,MaxAbsEStateIndex,MaxAbsPartialCharge,MaxEStateIndex,MaxPartialCharge,MinAbsEStateIndex,MinAbsPartialCharge,MinEStateIndex,MinPartialCharge,MolLogP,MolMR,MolWt,NHOHCount,NOCount,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAromaticCarbocycles,NumAromaticHeterocycles,NumAromaticRings,NumHAcceptors,NumHDonors,NumHeteroatoms,NumRadicalElectrons,NumRotatableBonds,NumSaturatedCarbocycles,NumSaturatedHeterocycles,NumSaturatedRings,NumValenceElectrons,PEOE_VSA1,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,RingCount,SMR_VSA1,SMR_VSA10,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA8,SMR_VSA9,SlogP_VSA1,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,SlogP_VSA9,TPSA,VSA_EState1,VSA_EState10,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,fr_Al_COO,fr_Al_OH,fr_Al_OH_noTert,fr_ArN,fr_Ar_COO,fr_Ar_N,fr_Ar_NH,fr_Ar_OH,fr_COO,fr_COO2,fr_C_O,fr_C_O_noCOO,fr_C_S,fr_HOCCN,fr_Imine,fr_NH0,fr_NH1,fr_NH2,fr_N_O,fr_Ndealkylation1,fr_Ndealkylation2,fr_Nhpyrrole,fr_SH,fr_aldehyde,fr_alkyl_carbamate,fr_alkyl_halide,fr_allylic_oxid,fr_amide,fr_amidine,fr_aniline,fr_aryl_methyl,fr_azide,fr_azo,fr_barbitur,fr_benzene,fr_benzodiazepine,fr_bicyclic,fr_diazo,fr_dihydropyridine,fr_epoxide,fr_ester,fr_ether,fr_furan,fr_guanido,fr_halogen,fr_hdrzine,fr_hdrzone,fr_imidazole,fr_imide,fr_isocyan,fr_isothiocyan,fr_ketone,fr_ketone_Topliss,fr_lactam,fr_lactone,fr_methoxy,fr_morpholine,fr_nitrile,fr_nitro,fr_nitro_arom,fr_nitro_arom_nonortho,fr_nitroso,fr_oxazole,fr_oxime,fr_para_hydroxylation,fr_phenol,fr_phenol_noOrthoHbond,fr_phos_acid,fr_phos_ester,fr_piperdine,fr_piperzine,fr_priamide,fr_prisulfonamd,fr_pyridine,fr_quatN,fr_sulfide,fr_sulfonamd,fr_sulfone,fr_term_acetylene,fr_tetrazole,fr_thiazole,fr_thiocyan,fr_thiophene,fr_unbrch_alkane,fr_urea,qed
3gbb,3.1088119665277087,934.8995369019318,27.568914100752348,24.39670333828314,8.396703338283137,14.550964908321225,12.198240746105306,4.356599959605431,3.0691424810401666,3.0691424810401666,1.9063405548226633,1.9063405548226633,1.1728401657992955,1.1728401657992955,73.48101648237913,19.802129157825057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.473725907600098,22.05538746519746,258.09831081191004,1.2777777777777777,2.0,2.611111111111111,0.8181818181818182,-1.1800000000000002,18.0,242.12199999999996,3419238.131779711,3.680372214398347,4.830424955832821,2.3345692246429577,126.50920062464319,12.208034769463339,0.5469888252708364,12.208034769463339,0.34456488545944336,3.1527347621147195,0.34456488545944336,-4.925867819349965,-0.5469888252708364,-3.8064999999999953,52.50210000000003,258.25000000000006,3.0,7.0,0.0,2.0,2.0,0.0,0.0,0.0,6.0,1.0,7.0,0.0,5.0,0.0,2.0,2.0,102.0,34.98859679043347,12.989701835503553,0.0,0.0,0.0,4.235526234984602,0.0,0.0,0.0,0.0,0.0,12.745849802658759,30.270903494936803,29.581680854484553,2.0,57.04398425563097,11.938610575903699,0.0,0.0,0.0,49.27067893855082,6.558985242916289,0.0,0.0,0.0,15.92579651468973,0.0,0.0,0.0,42.27657515205329,19.06280027574374,0.0,43.3115608355304,0.0,4.235526234984602,0.0,0.0,126.36000000000001,0.0,0.0,0.0,0.0,0.0,124.69698516366421,0.0,0.0,0.0,6.3863481696690885,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5505631475404689
3gc5,2.7219634840518263,1420.0747588135578,27.919767061838236,25.53874345896357,9.53874345896357,16.08512864870579,12.715114482231346,5.137405718231681,3.6217933509083577,3.6217933509083577,2.509837908387129,2.509837908387129,1.7696988815524342,1.7696988815524342,76.55649523463475,4.794537184071822,0.0,20.983536869473156,0.0,0.0,0.0,0.0,0.0,9.967957041894417,22.260805075987363,274.14108455209043,1.45,2.35,3.15,0.25,-2.61,20.0,258.18,23520950.243475247,3.729892918858933,4.494247868158743,1.7735089095343062,136.09280962827992,12.917606213781806,0.36929685963551023,12.917606213781806,0.34401571825819416,0.09597222222222213,0.34401571825819416,-3.7992663454270623,-0.36929685963551023,-0.7922999999999991,77.4336,274.3079999999997,8.0,8.0,0.0,0.0,0.0,1.0,2.0,3.0,5.0,5.0,8.0,0.0,6.0,0.0,0.0,0.0,104.0,21.719275324252216,0.0,7.059210391641003,11.896678561972989,5.559266895052008,4.235526234984602,9.771540454301075,9.967957041894417,0.0,0.0,0.0,6.042418707663295,25.76599607415972,32.54546172014019,3.0,27.973546800995674,33.83300492928657,0.0,19.921963582352923,0.0,6.372924901329379,24.50221691361284,21.95967427848412,0.0,0.0,22.301538949074974,11.896678561972989,0.0,0.0,33.394650166951116,6.372924901329379,0.0,16.529519941058755,10.836955891735116,11.294736626625605,21.936326367313583,0.0,140.12,0.0,0.0,0.0,0.0,0.0,124.27811482526513,0.0,0.0,0.0,-3.0281148252651313,0.0,0.0,0.0,1.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4254006189984655
3ge7,2.2867659611871787,2144.695473159652,41.79001054984131,39.538743458963566,12.53874345896357,23.262649003634362,19.938721279981323,6.86101251598166,4.720400148658334,4.720400148658334,3.1709447061371074,3.1709447061371074,2.156153979864918,2.156153979864918,124.40409921846012,4.794537184071822,0.0,14.931009810687756,0.0,0.0,0.0,0.0,0.0,4.9839785209472085,37.33914919385978,357.2266113241808,1.4230769230769231,2.3076923076923075,3.1153846153846154,0.5,-2.61,26.0,330.24600000000004,30971092047.88303,4.1135669237602865,6.950874359416093,3.1197902351667635,188.2867384518236,13.451282258340719,0.35887328925754375,13.451282258340719,0.35311261637037006,0.12880574744819917,0.35311261637037006,-4.882279423668766,-0.35887328925754375,-1.269899999999998,100.49960000000002,357.46199999999953,8.0,8.0,1.0,0.0,1.0,1.0,2.0,3.0,3.0,6.0,8.0,0.0,7.0,1.0,0.0,1.0,138.0,15.589654726088048,5.516700717616262,2.8236841566564013,5.948339280986494,5.6473683133128025,14.001134506317644,10.189870288427432,14.937985061405712,0.0,0.0,12.745849802658759,18.788268510322055,43.99678076505481,36.26713779918032,4.0,48.03732040078584,27.88466564830008,0.0,19.914988331634966,5.893957685363079,31.864624506646898,25.279359622202513,27.577857733093357,0.0,0.0,27.18543490987565,5.948339280986494,0.0,0.0,39.8845346005491,6.372924901329379,5.893957685363079,57.099563664248755,10.836955891735116,11.294736626625605,21.936326367313583,0.0,131.56,0.0,0.0,0.0,0.0,0.0,223.13097294434078,0.0,0.0,0.0,-40.380972944340805,0.0,0.0,0.0,0.0,0.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30746479684750694
3gnw,2.008508681937027,3305.4701502463367,58.787127880869164,53.16909500229228,21.985591583220007,34.11266718535593,27.41776991144321,13.045471273073781,8.441788023024884,10.06103403410723,5.486207592799574,6.985278359562356,3.859528547334279,5.214825544182562,222.98139603324103,6.894876303009082,17.60274921607558,0.0,0.0,0.0,0.0,0.0,0.0,10.092786712054421,41.807785071458426,613.2046703440009,0.9772727272727273,1.7272727272727273,2.5,0.23529411764705882,-4.699999999999998,44.0,581.4550000000002,1318960810030458.8,9.902412701466416,11.095578960081129,5.527117489027259,300.40914525376286,18.02154479813682,0.5056909288353236,18.02154479813682,0.29321344393153875,0.8288787082335043,0.29321344393153875,-7.362976716150777,-0.5056909288353236,6.683620000000007,166.63879999999963,613.7110000000014,2.0,8.0,0.0,2.0,2.0,3.0,1.0,4.0,7.0,2.0,10.0,0.0,9.0,0.0,0.0,0.0,226.0,15.155484498195637,41.27443648841166,11.249095214745703,0.0,7.33837938658414,0.0,9.694446914922299,17.792190552950963,0.0,0.0,56.00071518823442,60.4577712256986,40.81669873747746,39.60037512861752,6.0,69.98301912441768,27.11920541513613,1.4311996572326342,4.9839785209472085,5.41499046939678,39.50547896448235,15.914679969289011,123.52801754836887,0.0,11.49902366656781,14.946586037938904,15.765187597041944,11.49902366656781,0.0,31.55391996811766,16.39623837933379,18.084103427738356,94.52665444653965,95.19603773423205,1.4118420783282006,0.0,0.0,108.83000000000001,0.0,-7.362976716150777,0.0,0.0,0.0,274.071689033769,0.0,0.0,49.24150979777388,-58.70022211539215,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24172100904227561
3gr2,2.703081813739861,705.2854169649924,18.71517847069432,16.591529863463613,6.591529863463612,10.653719104019142,8.319371729481785,3.3721581339818276,2.2444481992334353,2.2444481992334353,1.4658098217085562,1.4658098217085562,0.8755370208006731,0.8755370208006731,43.53787083439252,4.794537184071822,0.0,10.100619081537612,0.0,0.0,0.0,0.0,0.0,20.626859525350497,13.74866908386018,194.09160894,1.7142857142857142,2.642857142857143,3.2857142857142856,0.5714285714285714,-1.79,14.0,184.11800000000002,103475.23853982732,2.848240176750094,3.166666786803356,1.1697361693747883,94.28326563167406,12.519930555555554,0.27167720050478295,12.519930555555554,0.2702447292799059,0.1441203703703704,0.2702447292799059,-3.5839545540438413,-0.27167720050478295,-0.051600000000000035,48.55370000000001,194.19800000000012,1.0,7.0,0.0,1.0,1.0,0.0,1.0,1.0,5.0,1.0,7.0,0.0,4.0,0.0,0.0,0.0,74.0,0.0,0.0,1.4118420783282006,0.0,11.855519010338,0.0,4.794537184071822,5.091706557583081,10.110320049694256,0.0,11.950573925596718,23.651587209934792,18.04851200830268,5.893957685363079,2.0,18.543206267932,17.567204013108704,0.0,20.617158557193854,10.9953652111028,20.076709135920737,5.008912523954532,0.0,0.0,0.0,5.008912523954532,5.948339280986494,0.0,0.0,32.236023289316066,4.794537184071822,5.893957685363079,32.41353614145272,5.101407525739723,1.4118420783282006,0.0,0.0,87.13000000000001,0.0,0.0,0.0,0.0,0.0,74.72426315665155,0.0,0.0,0.0,8.275736843348447,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.7144519595865984
3gv9,3.328824551555212,510.0144709060806,14.24855866551393,11.58020675735541,6.396703338283136,8.069273330660295,5.6650479171595745,3.5343309025873415,1.7112685300625794,2.5277651109903054,0.9363461775942149,1.7046103002582382,0.5485966233792612,1.0750468139367833,40.69144372031479,14.69560176298435,0.0,5.309813353288376,11.336785877934737,0.0,0.0,0.0,0.0,0.0,8.265634859179302,184.00738763191,1.8333333333333333,2.5833333333333335,3.1666666666666665,0.14285714285714285,-1.36,12.0,178.14799999999997,5861.617271009206,3.5709934356508874,3.3575490459553885,1.8213517011834321,81.32161250223507,11.32396447467876,0.54384718810206,11.32396447467876,0.22078738706860287,0.19939814814814838,0.22078738706860287,-3.1373818972033263,-0.54384718810206,0.06999999999999978,42.95320000000001,184.19600000000003,1.0,4.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,1.0,5.0,0.0,3.0,0.0,0.0,0.0,64.0,15.210877932200901,0.0,1.4118420783282006,5.907179729351506,0.0,0.0,4.794537184071822,0.0,0.0,11.336785877934737,0.0,11.398533117330894,10.964167785806339,19.275355868677153,1.0,22.961236622163646,28.90065716992165,0.0,0.0,0.0,6.851892117295679,5.309813353288376,16.275680311032193,0.0,0.0,10.41634074812908,5.687386274683562,0.0,11.336785877934737,11.876485017303356,4.794537184071822,0.0,23.3773692759199,11.398533117330894,1.4118420783282006,0.0,0.0,69.22999999999999,0.0,0.32501133786848047,0.0,0.0,0.0,42.394954176114894,0.0,0.0,0.0,23.363367819349964,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.7066851905384868
3gy4,3.8077870986623266,535.4550264275276,15.773502691896258,14.841640786499873,4.841640786499874,9.106836025229594,7.104101966249686,2.420820393249937,1.5472135954999582,1.5472135954999582,0.8354101966249685,0.8354101966249685,0.41770509831248426,0.41770509831248426,41.25613238279101,0.0,0.0,16.834767055808157,0.0,0.0,0.0,0.0,0.0,0.0,13.954086694650083,136.08692374009,1.5,2.3,2.8,0.0,-1.51,10.0,126.09799999999998,13679.371017128025,1.393148793977772,2.389632707443791,1.2539046385226678,73.55952242229195,7.6924074074074085,0.39872819584713487,7.6924074074074085,0.30159985029448144,0.08083333333333353,0.30159985029448144,-0.8101284958427815,-0.39872819584713487,-1.2667999999999997,41.0762,136.17800000000005,6.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,3.0,3.0,0.0,2.0,0.0,0.0,0.0,52.0,5.719716975726273,0.0,2.8236841566564013,0.0,5.835619785757269,5.6473683133128025,11.115050080081884,0.0,0.0,0.0,0.0,24.16967483065318,5.687386274683562,11.046485716377875,1.0,19.34941979900569,11.523006060440832,0.0,0.0,5.719716975726273,0.0,5.719716975726273,29.733126322350174,0.0,0.0,16.834767055808157,5.687386274683562,0.0,0.0,5.835619785757269,0.0,0.0,11.046485716377875,24.16967483065318,8.471052469969203,0.0,0.0,77.63,0.0,0.0,0.0,0.0,0.0,73.0559410430839,0.0,0.0,0.0,-5.389274376417232,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.255659888338326
3ivg,2.1107380841752748,2086.495697129226,35.38386867697599,30.75216522424696,14.568661805174685,20.73855229982925,15.786417322291785,8.779267055592465,5.134871415446914,6.638369092836883,3.346460440171,4.332073352777482,2.20657424439785,2.9158145788058873,133.52904477059337,18.318861563241466,0.0,4.567099647791355,0.0,0.0,0.0,0.0,0.0,4.736862953800049,27.761129914105062,413.0812808439104,1.1379310344827587,1.9655172413793103,2.7586206896551726,0.15,-3.299999999999999,29.0,396.2950000000002,3027028944.6088047,7.50748770642905,7.264918913540942,3.69379224480438,189.84755031116515,13.544200502846788,0.5481954145315271,13.544200502846788,0.2738575022279783,0.3081467625821883,0.2738575022279783,-5.824173211665541,-0.5481954145315271,1.6245,103.73650000000005,413.43099999999987,1.0,8.0,0.0,0.0,0.0,2.0,2.0,4.0,7.0,1.0,9.0,0.0,8.0,0.0,0.0,0.0,150.0,23.622178117557276,12.744374053254349,0.0,5.0922794026952225,10.023291153407584,0.0,0.0,13.132916598063069,0.0,0.0,18.127256122989884,30.212093538316473,28.025495849057613,47.93311401418988,4.0,50.816854431146616,37.86476572954753,0.0,9.282219261525487,0.0,18.085998771327112,7.037952458882589,60.07569636381811,0.0,5.749511833283905,14.558509962374886,0.0,5.749511833283905,0.0,25.99215437895473,27.811547706111295,0.0,27.626064893571975,63.89119870871822,1.4118420783282006,21.872169288188097,0.0,113.6,0.0,-5.824173211665541,0.0,0.0,0.0,136.21366376226368,0.0,0.0,31.78341456245089,-5.172905113049026,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4925756995208836
3jvr,2.1974983201058462,1398.4968997966255,27.65181786940711,23.914066313446057,12.425924205482964,16.378509960188524,12.226404886204813,6.58790664122335,3.9048955976503983,4.660824543668853,2.391070184795267,3.0547489435187787,1.4614414417478399,1.6926813909888787,93.9125400042258,4.794537184071822,0.0,10.286816623517627,0.0,0.0,0.0,0.0,0.0,4.9839785209472085,45.84077100879393,349.03848201600033,1.2608695652173914,2.0434782608695654,2.869565217391304,0.125,-2.2399999999999993,23.0,337.1010000000001,35488694.552210525,6.338787742293893,6.479848053181389,3.573978068437047,160.50598833602703,12.76955588099437,0.4381295752410145,12.76955588099437,0.41183451153216816,0.112125373590922,0.41183451153216816,-3.5898213148428093,-0.4381295752410145,5.179400000000003,91.0744,350.20499999999987,2.0,5.0,0.0,0.0,0.0,2.0,1.0,3.0,3.0,2.0,7.0,0.0,4.0,0.0,0.0,0.0,118.0,9.713866224029301,5.824404497999927,8.90370218360639,0.0,0.0,6.093240070938415,5.309813353288376,9.77851570501903,0.0,0.0,35.286717195791624,37.06398565561215,9.799661943194222,32.04473651207694,3.0,27.433428412400687,46.01590756131953,0.0,9.960981791176462,0.0,12.931910144245666,5.309813353288376,58.16660207912564,0.0,0.0,5.309813353288376,10.481923458755384,0.0,23.20187978046503,16.054221862114876,4.736862953800049,0.0,33.83465876011802,42.29693095364306,12.868950784139054,11.033401435232523,0.0,67.00999999999999,0.0,11.560921088745769,0.0,0.0,0.0,102.82396936695955,0.0,0.0,0.0,2.170665099850214,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6839630802238793
3jvs,2.316339238836385,2000.594536163329,40.70170592217177,36.421847543855286,14.421847543855284,23.353629710818456,18.433071437383745,7.591430650883869,5.353853529703535,5.353853529703535,3.2906678169275008,3.2906678169275008,2.05091415652063,2.05091415652063,152.67802879618796,19.703392636909214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.279938802218776,406.1641051840006,0.9,1.5666666666666667,2.2333333333333334,0.18181818181818182,-3.939999999999998,30.0,384.26600000000025,22305676240.705315,6.5306266184134785,8.200376189710644,4.544433342819379,204.03907793772913,13.402331594196447,0.33745432198196695,13.402331594196447,0.33745432198196695,0.47963100218150867,0.30594930459841546,-4.3186904678322335,-0.30594930459841546,4.512000000000004,115.36500000000001,406.44199999999984,3.0,8.0,0.0,0.0,0.0,3.0,0.0,3.0,4.0,3.0,8.0,0.0,3.0,0.0,0.0,0.0,154.0,5.309813353288376,0.0,4.235526234984602,0.0,11.594566004035068,6.031114512338072,20.327671599229824,10.213353330464251,0.0,0.0,62.85260730553009,22.886052099188166,34.89237291105407,24.31828288520343,3.0,44.792324219180124,34.08551521998629,0.0,10.837632292784859,0.0,25.970666821283817,5.309813353288376,81.66540832879251,0.0,0.0,16.147445646073233,16.169309733438947,0.0,0.0,16.86160529050725,5.41499046939678,10.114318268765572,62.521529086587094,60.42418707663295,4.235526234984602,10.772448428929591,0.0,113.37,0.0,0.0,0.0,0.0,0.0,176.17843181821365,0.0,0.0,0.0,4.8215681817862235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.4384693372372388
3jya,2.7100778888445083,952.4518215303486,14.765066523458982,11.466852717946097,9.79520719091073,9.341111712849498,6.0819776952048965,5.707189626651118,2.990640995997497,4.76719066817561,2.0914921619985574,3.95495855328039,1.432490960657126,3.000116599038917,11.862638609018234,4.794537184071822,0.0,37.7329488913594,9.676923186698353,11.336785877934737,0.0,0.0,0.0,4.9839785209472085,28.72599752730389,269.9421391080001,1.3125,2.0625,2.875,0.0,-1.1,16.0,267.096,38690.13567486023,6.590574849476891,3.448217826210105,1.2717601520457253,109.3203846019886,11.957128684807255,0.31190591963857717,11.957128684807255,0.26820067209724174,0.013760393046107655,0.26820067209724174,-0.7024124464600658,-0.31190591963857717,3.444600000000001,67.76670000000001,271.12799999999993,1.0,3.0,0.0,0.0,0.0,1.0,2.0,3.0,3.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,80.0,4.977003270229252,6.0706784726393215,1.4118420783282006,0.0,5.559266895052008,0.0,4.794537184071822,4.9839785209472085,0.0,11.336785877934737,23.20187978046503,12.08483741532659,5.386224214464796,29.30677608787468,3.0,5.524117746838861,54.84143042341903,0.0,9.960981791176462,0.0,0.0,0.0,38.7872798358993,0.0,0.0,5.559266895052008,0.0,0.0,34.53866565839977,9.960981791176462,0.0,0.0,4.1122756685106605,23.18274631336464,11.457108705810853,20.30276476501926,0.0,45.75,0.0,13.028163580246911,0.0,0.0,0.0,30.337693688586548,0.0,0.0,0.0,15.356364953388765,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.6802918468805197
